,BTC vs SPY,BTC vs QQQ,BTC vs Gold,BTC vs TLT
2022-01-26,0.2947709369430259,0.29745204528622005,-0.002557650514606929,-0.04264126321757121
2022-01-27,0.2891906557012357,0.2952886984450618,-0.00437796929647638,-0.03658673963295591
2022-01-28,0.29713695663043344,0.3006291865794278,-0.004777290139492984,-0.03520099232283964
2022-01-31,0.30384085416461953,0.3072223661937581,-0.0013426635064463688,-0.035704281074941405
2022-02-01,0.2983636607037142,0.3027148891924955,0.005934304665583749,-0.03252011807597336
2022-02-02,0.2934559478784762,0.30190634312879333,0.004944630160104209,-0.029631298129628263
2022-02-03,0.29018805210767235,0.2955135071778195,0.0013867899115863644,-0.030313472206982262
2022-02-04,0.29050736777048897,0.30088118029125105,-6.659913769793087e-05,-0.0434557909392342
2022-02-07,0.2855277915456231,0.29964903771112555,-0.018711298174647218,-0.05423206296644137
2022-02-08,0.2855994444465999,0.2996370730557051,-0.018718082142252165,-0.054582593102658325
2022-02-09,0.2845948314517733,0.2982342721016255,-0.017204271054325003,-0.05227472782727258
2022-02-10,0.2859436772316487,0.29806346469197914,-0.010240153213848682,-0.04596307657828464
2022-02-11,0.28885153043850614,0.3006159765507407,-0.01604583438104941,-0.050963277909830136
2022-02-14,0.2894764367274942,0.3017840725986284,-0.01034389904506243,-0.046315696320150854
2022-02-15,0.29566460933866867,0.31028417052225915,-0.007746175552772491,-0.055257140353580425
2022-02-16,0.2952699965419149,0.31008121915511966,-0.009307877507751815,-0.05643161156238041
2022-02-17,0.3111631022825265,0.3260971123578214,-0.02413590704899865,-0.05182937989870402
2022-02-18,0.3099168386315775,0.32403630736271666,-0.019350196717905797,-0.05532245905203561
2022-02-22,0.31714976748760315,0.3271708552857631,-0.023178331106411133,-0.05976991366164439
2022-02-23,0.3181047045116519,0.3283229169215443,-0.024187075302353984,-0.0548162184058013
2022-02-24,0.31282251397251276,0.32293428714035266,-0.037791908133894346,-0.06373584681009888
2022-02-25,0.31338495293886554,0.32487589688304436,-0.04396773673153835,-0.05977323435977227
2022-02-28,0.29564893357704825,0.3135064397436565,-0.030507233815256288,-0.026895005716550405
2022-03-01,0.2878309057412373,0.30760271959732016,-0.023558884190505003,-0.023735652052739146
2022-03-02,0.2918103224096886,0.31873428623444494,-0.01666542341130446,-0.014928644439564435
2022-03-03,0.2896407800839695,0.3179405876501231,-0.023403240623484853,-0.020866835876469526
2022-03-04,0.29533834987590796,0.32360865185931476,-0.03646649942127172,-0.03386010395208557
2022-03-07,0.30205871314619287,0.3438785080615875,-0.032520895674157536,-0.026627726851591062
2022-03-08,0.2952492153222529,0.3364621958032758,-0.03827704971278552,-0.03528850416528833
2022-03-09,0.3092351196517979,0.3507873913236917,-0.06539627844793906,-0.0434658075527198
2022-03-10,0.30879044104678643,0.3512539649158004,-0.06633715769262453,-0.03252882717431888
2022-03-11,0.3095642239038363,0.3514397163548834,-0.0650020994833827,-0.034968589828043344
2022-03-14,0.309021234986241,0.34896712864500395,-0.06738513751557698,-0.03835671665658651
2022-03-15,0.3042777701935567,0.3426171305910128,-0.06522435773564626,-0.0376114715453446
2022-03-16,0.3094075552422269,0.34765494373193023,-0.06495091317439117,-0.030481094623604203
2022-03-17,0.3071498425380693,0.3472276240054815,-0.06630143678596787,-0.031865727535834304
2022-03-18,0.30862862080774367,0.3482160546113475,-0.06852940869916549,-0.029814151654507928
2022-03-21,0.31504841904150566,0.3596885159804473,-0.0713013421975776,-0.01883195539499254
2022-03-22,0.3180395320267782,0.36216084532810805,-0.07343537319493104,-0.022930097514930588
2022-03-23,0.313692164615304,0.35724132550937904,-0.07033920272202819,-0.018216297261178648
2022-03-24,0.31671249476958235,0.358569457213391,-0.06942253416747696,-0.021544411087765575
2022-03-25,0.3101604288141263,0.3542904451276485,-0.07172632294857456,-0.020547065060002773
2022-03-28,0.3137705696308154,0.35952086695341084,-0.07730076306913775,-0.01162314983425377
2022-03-29,0.3144222568067005,0.3602380321176896,-0.07427115980167308,-0.012121433645398461
2022-03-30,0.31471277956764604,0.3612404461225518,-0.07525108027577698,-0.012754465169529007
2022-03-31,0.31797061059966736,0.3638778490472129,-0.07582153251464924,-0.01404889225231862
2022-04-01,0.31966229517379835,0.36521335573177366,-0.0768871537332087,-0.013473461038021873
2022-04-04,0.3196605833938544,0.36442426833184666,-0.07546030909472437,-0.012996559141341785
2022-04-05,0.3218051215562533,0.36664184838054,-0.07509423736623722,-0.010386998902273788
2022-04-06,0.32431427749918074,0.36963407116475616,-0.08073787125240875,-0.009758540190698538
2022-04-07,0.3248691511283061,0.36988609796506117,-0.08069403341921517,-0.010273341470317459
2022-04-08,0.32565575994222706,0.37206001039150016,-0.08044643455849139,-0.007445760399915736
2022-04-11,0.3325774583575429,0.3757671274408382,-0.08780832297059488,-0.002465206779423567
2022-04-12,0.3316706877727872,0.37530866157691123,-0.08676316849370998,-0.0027614898712490774
2022-04-13,0.3337341313676292,0.3775184326342221,-0.08670014228145104,-0.0028163522825331677
2022-04-14,0.336836730384311,0.37994146273242557,-0.08396597096673918,0.0007132600338054594
2022-04-18,0.33528310603197115,0.3777292593212265,-0.08731224053764523,-0.002392767390026867
2022-04-19,0.33737154701332467,0.3790700224724335,-0.08999300003770327,-0.004156644432217585
2022-04-20,0.34262669775485144,0.38211907145548096,-0.0858716924999856,-0.0036399974153215643
2022-04-21,0.34135256163012057,0.38096965932349797,-0.08811346987190519,-0.0005255442862168516
2022-04-22,0.34282483155523913,0.38319271209738137,-0.08637184828419073,0.0003020903604171848
2022-04-25,0.3436177263746466,0.3828969825460829,-0.0908270786024615,0.002592395682056419
2022-04-26,0.3520535645710803,0.3909159947010325,-0.09075873197546887,-0.001560790469019324
2022-04-27,0.35241462316308,0.3903197173004995,-0.09292715407307152,-0.0049647903993114625
2022-04-28,0.35281332536327226,0.38913518669383573,-0.09325331095275421,-0.005256119022429494
2022-04-29,0.35995798370947896,0.3951917276182251,-0.09061259438311757,-0.003934950019900942
2022-05-02,0.3598641995809726,0.39376430131538875,-0.08866414692751529,-0.0035945219419348143
2022-05-03,0.35701187580760013,0.38878167627995613,-0.09506841520433099,-0.00037304642171659484
2022-05-04,0.3659954431622223,0.39882553877817045,-0.09308973437392208,0.0009861633001177663
2022-05-05,0.38099732360373884,0.4125196702949554,-0.08678236958544701,0.020403473771033687
2022-05-06,0.3807585870761724,0.41239792715530216,-0.08889267970163603,0.022787538416040233
2022-05-09,0.4051029585516242,0.4323661124514653,-0.06150161314021254,0.006868146537753282
2022-05-10,0.40715698194673183,0.4336177024891652,-0.06361416319924947,0.009767623594489468
2022-05-11,0.39928833505899053,0.4297389261710001,-0.08401233827635278,-0.013583088911115765
2022-05-12,0.39901020928480735,0.42934787166167415,-0.08486832582734836,-0.013873770767407197
2022-05-13,0.39797234410070886,0.42736881566761203,-0.08611130822970463,-0.015410561845955597
2022-05-16,0.4010085352372358,0.42796283094500603,-0.06978725315471807,-0.01754779933300236
2022-05-17,0.4009213000514811,0.4279957597791489,-0.07068496355564308,-0.019762991365524053
2022-05-18,0.4129243485959166,0.44415473353936513,-0.0711147239397071,-0.03336860390973092
2022-05-19,0.4046421911328269,0.43503922244895066,-0.06755376839775885,-0.04040825669470972
2022-05-20,0.4066612369546903,0.4358941406605059,-0.0678294733358391,-0.04166779123946271
2022-05-23,0.40188336009045117,0.43223925398146884,-0.06882054671308577,-0.04252930591421957
2022-05-24,0.40004273545391883,0.4280947639697616,-0.06648136313660641,-0.03800019241242657
2022-05-25,0.3991723930497628,0.4268312430939877,-0.0658406612082836,-0.037870217969541466
2022-05-26,0.3952995810427954,0.4221155458025743,-0.06556392132346951,-0.03822028031853608
2022-05-27,0.3903073973143682,0.4177036459266117,-0.06306371401891576,-0.03972000660032223
2022-05-31,0.3801517811301299,0.4112166270035653,-0.07304139967991201,-0.05949451317961739
2022-06-01,0.38225382376631684,0.411938588180003,-0.07842979398471024,-0.05958212938320915
2022-06-02,0.3856817432712269,0.4167909042624362,-0.06676634101933104,-0.05821819498909798
2022-06-03,0.3935830653606758,0.4267804994697847,-0.057291147678196014,-0.050641040301527294
2022-06-06,0.3964648057077516,0.4321776901872271,-0.056193487477147495,-0.061611703515528665
2022-06-07,0.39532129866518406,0.4315030667802361,-0.05678496464400809,-0.062077256294406725
2022-06-08,0.4045254496202723,0.4385028465942556,-0.0549261270859595,-0.07079881249202284
2022-06-09,0.40277195489727924,0.4382743346583398,-0.05400205946749758,-0.06992021121155358
2022-06-10,0.4053376478877681,0.44054109749163084,-0.056812954951587995,-0.06797659772357789
2022-06-13,0.44139956167931355,0.46676277851776715,0.0134563617007344,0.0002213101559399246
2022-06-14,0.44161974372380985,0.4668559776024238,0.014581199795496247,0.0013519968782670325
2022-06-15,0.44148807240443017,0.4673639937429457,0.008350646027402386,0.004309633274431415
2022-06-16,0.45429279063350053,0.4795745046117941,-0.004840116803438802,-0.0019923520768062855
2022-06-17,0.45130361866675806,0.4789715503563067,-0.008894679586163304,0.00799221352590428
2022-06-21,0.46982296267036644,0.4895209782945988,0.005222608509490353,-0.009280852390951956
2022-06-22,0.4690142438627899,0.48829077500866946,0.005071274130000825,-0.018178257220606203
2022-06-23,0.4720608131399534,0.49117064435722463,0.0016290348216111677,-0.01324510013576468
2022-06-24,0.46695810858307746,0.4879069596056179,0.0017620286840352942,-0.014682956709284255
2022-06-27,0.4735213757396017,0.4919354941026579,0.005054266816576195,-0.02038790945284758
2022-06-28,0.4766393998590438,0.49058719076425683,0.00566529967513073,-0.030193501099038664
2022-06-29,0.47733322282366264,0.49050528286842965,0.010762860190165782,-0.032099143308610724
2022-06-30,0.4781535109935745,0.49102418630936784,0.012869574180283217,-0.032291338648805804
2022-07-01,0.4779559835026051,0.49065157851048113,0.014628298344906608,-0.03432837960239847
2022-07-05,0.4772763380764832,0.49295959332236283,0.0024047962126774536,-0.031239879908753508
2022-07-06,0.477731427266357,0.4931821353518402,-0.0014092718477195407,-0.03496066652846336
2022-07-07,0.4813763153858078,0.4967592911346904,-0.000594184860896969,-0.03768638540889655
2022-07-08,0.48048750873680696,0.49647606371300923,-0.0007260726025609298,-0.036942130994663674
2022-07-11,0.4817844400682108,0.5001559190285955,0.00267781823252183,-0.04572541366245258
2022-07-12,0.48357935681685105,0.5015815024574078,0.0036527138800227493,-0.047518361672828545
2022-07-13,0.48045750326388664,0.500184481482645,0.0063053008641727505,-0.043200222071201604
2022-07-14,0.4799451050251278,0.5003437713032223,0.0030172053597718276,-0.044886326314469205
2022-07-15,0.4793988800551262,0.5000220115369607,0.002900786505941249,-0.04113874758814491
2022-07-18,0.4709634440215354,0.49286076868537054,0.002801670760800274,-0.04728929286421303
2022-07-19,0.47322130657937833,0.4951336838346099,0.0041814053498690044,-0.04548378069155162
2022-07-20,0.47785641304426646,0.49681635591507284,0.004449372466222303,-0.048186611404664716
2022-07-21,0.47580207512635303,0.4958482801103592,0.006924371752523441,-0.040997089041576874
2022-07-22,0.476332233634753,0.4963672911387075,0.006238411940394631,-0.04426141230774143
2022-07-25,0.472299445226141,0.49475504222724304,0.0090705179056926,-0.03768174100304217
2022-07-26,0.4762484540592608,0.5000376253063624,0.011915493399138683,-0.036178406823208484
2022-07-27,0.48789503036284976,0.5143139289388184,0.019609671091572172,-0.04499550937715551
2022-07-28,0.49000403150672617,0.515105097648878,0.023960242681241722,-0.04191754464469317
2022-07-29,0.48873341261957703,0.513875217459155,0.02384496533530104,-0.0418641856361257
2022-08-01,0.49272181679775645,0.5170623462300652,0.0274637808334626,-0.048302137786633816
2022-08-02,0.49472519022850436,0.520164281805189,0.027537684885146085,-0.04024735895538302
2022-08-03,0.4950196244705764,0.5183023838286217,0.02726033550317448,-0.040445222389538966
2022-08-04,0.49769493937487597,0.5186310318254491,0.025547349513573174,-0.04160209837540379
2022-08-05,0.49615168653812053,0.5161997254110797,0.023088521585788845,-0.04606929919183201
2022-08-08,0.4963683610187755,0.5179870021691851,0.038822658050227464,-0.03621897787771709
2022-08-09,0.5010882772821758,0.5219042748992724,0.05512438197044003,-0.033778471845379104
2022-08-10,0.5035213914257077,0.5237299236203686,0.05403284553428215,-0.035958654575800976
2022-08-11,0.5035263526540754,0.5235931880483379,0.053948243257828495,-0.036069919707844025
2022-08-12,0.5050068865476314,0.525086633925857,0.05588163086870524,-0.0343240485927174
2022-08-15,0.507021425634635,0.52647738213294,0.045462161742727804,-0.04559561131294708
2022-08-16,0.5082284979075615,0.5274200756958783,0.047684298105303995,-0.04502726385581885
2022-08-17,0.5081579749977447,0.5274515284119303,0.04872397733053782,-0.04315395359318812
2022-08-18,0.509083756541593,0.5278850558519655,0.048781820829848804,-0.0433817651006652
2022-08-19,0.5127286415538935,0.5310604099594418,0.05755105932876865,-0.033509069312889314
2022-08-22,0.5045222204845589,0.5236265412280849,0.05530406863327104,-0.03497129861907597
2022-08-23,0.5043758642264664,0.5238318533950808,0.05521517188769389,-0.03529722333608516
2022-08-24,0.5053729080127062,0.525149850087444,0.05500534507340411,-0.03711823520823975
2022-08-25,0.5053724303108524,0.525392423801576,0.0576803572516046,-0.033797086892835504
2022-08-26,0.510721358902021,0.5305703801490567,0.06573315696331479,-0.036713094024441346
2022-08-29,0.5089293734034597,0.5291722135916546,0.058364996497446434,-0.04017939151154856
2022-08-30,0.5119827971281942,0.533538248984307,0.05834349391981843,-0.0397144563206492
2022-08-31,0.5108027439208416,0.53291364663132,0.05685950830420269,-0.04054188137669951
2022-09-01,0.5114835837382726,0.5333471151061692,0.0561141092961032,-0.04222390888923353
2022-09-02,0.5110993307814891,0.5331883436831856,0.05583304125624354,-0.04307917169538573
2022-09-06,0.5107704739823391,0.5329669233362058,0.057070466226134195,-0.03095915676589356
2022-09-07,0.5128344734581226,0.5371503439780824,0.04754524515420351,-0.030946139500981913
2022-09-08,0.5128008293285543,0.5371089391506937,0.04688210070379716,-0.03046131100073453
2022-09-09,0.517086489199833,0.5413116439064659,0.05227865340896295,-0.02812094511131559
2022-09-12,0.518006043513829,0.5421475270433095,0.053303893055447436,-0.03278483718744409
2022-09-13,0.5298151386234643,0.552870548767455,0.0650452700103586,-0.03528302149047478
2022-09-14,0.5330283926001539,0.5546568106565368,0.06171524784678853,-0.040858910734622556
2022-09-15,0.5331089376198813,0.5549825503905703,0.06754521738562705,-0.040487587964853265
2022-09-16,0.5324623581374371,0.5547727976034555,0.06742157201173317,-0.04097926004078593
2022-09-19,0.5315443103138809,0.5540623589594059,0.06720448776613358,-0.041478280245736784
2022-09-20,0.5288063682014926,0.5515767614201864,0.07700770166664711,-0.029457945518890864
2022-09-21,0.5300758848492385,0.5538122495429239,0.08001421181825116,-0.03158662838352334
2022-09-22,0.5241787633626884,0.5488326398643901,0.08295472740455567,-0.045458874973494996
2022-09-23,0.5217584087400579,0.5476369033818224,0.08745031198456928,-0.04021923589613894
2022-09-26,0.5232150656296033,0.5492634199192443,0.08703505070813781,-0.04298627282748578
2022-09-27,0.5231622705754613,0.549040090345727,0.08726305324102179,-0.04210965253269377
2022-09-28,0.5222768612411989,0.548562275413658,0.08806179611551679,-0.03934093262481375
2022-09-29,0.5185120383815152,0.5448157875953723,0.0888279059151037,-0.04000107317480309
2022-09-30,0.5249395430779009,0.5471753268433521,0.07871977197016733,-0.040067908016303416
2022-10-03,0.5215583002280729,0.5497600694663807,0.07909073956150607,-0.0466200602467864
2022-10-04,0.5270529392378575,0.5561348616620517,0.0835656092148419,-0.0468164093374489
2022-10-05,0.5255104271362029,0.5546798930143667,0.08676003215392715,-0.04300321049513278
